,ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,gmtOffsetMilliSeconds,quoteType
7309,AACAF,AAC Technologies Holdings Inc.,2020-03-25T04:00:00.000Z,TNS,0.76,0.63,-17.0,0,EQUITY
7310,AGGZF,Ag Growth International Inc.,2020-03-25T04:00:00.000Z,TNS,0.04,-0.06,-271.43,0,EQUITY
7311,APVO,Aptevo Therapeutics Inc.,2020-03-25T04:00:00.000Z,TNS,-3.59,-2.38,33.76,0,EQUITY
7312,DYMDF,Diamyd Medical AB (publ),2020-03-25T04:00:00.000Z,TNS,,,,0,EQUITY
7313,JNPKF,Jenoptik AG,2020-03-25T04:00:00.000Z,TNS,,0.41,,0,EQUITY
7314,CAIAF,CA Immobilien Anlagen AG,2020-03-25T04:00:00.000Z,TNS,,,,0,EQUITY
7315,AVTXF,Avantium N.V.,2020-03-25T04:00:00.000Z,TNS,,,,0,EQUITY
7316,RKDA,"Arcadia Biosciences, Inc.",2020-03-25T04:00:00.000Z,TNS,-0.57,-0.5,13.04,0,EQUITY
7317,BKEPP,Blueknight Energy Partners LP,2020-03-25T20:15:00.000Z,TAS,,,,0,EQUITY
7318,MAVBF,MAV Beauty Brands Inc.,2020-03-25T04:00:00.000Z,TNS,0.09,0.06,-35.48,0,EQUITY
7319,TBPMF,Tetra Bio-Pharma Inc.,2020-03-25T04:00:00.000Z,TNS,,,,0,EQUITY
7320,VIE,"Viela Bio, Inc.",2020-03-25T04:00:00.000Z,TNS,-0.27,-6.87,-2407.3,0,EQUITY
7321,RIOT,"Riot Blockchain, Inc.",2020-03-25T04:00:00.000Z,TNS,,,,0,EQUITY
7322,BKEP,"Blueknight Energy Partners, L.P.",2020-03-25T04:00:00.000Z,TNS,-0.01,-0.05,-400.0,0,EQUITY
7323,GMUAF,Gamuda Berhad,2020-03-25T04:00:00.000Z,TNS,,,,0,EQUITY
7324,BZZFF,Buzzi Unicem S.p.A.,2020-03-25T04:00:00.000Z,TNS,,,,0,EQUITY
7325,BZZUF,Buzzi Unicem S.p.A.,2020-03-25T04:00:00.000Z,TNS,,,,0,EQUITY
7327,CBNT,"C-Bond Systems, Inc.",2020-03-25T04:00:00.000Z,TNS,-0.02,-0.01,50.0,0,EQUITY
7328,BIOC,"Biocept, Inc.",2020-03-25T04:00:00.000Z,TNS,-0.1,-0.2,-100.0,0,EQUITY
7329,EPEGQ,EP Energy Corporation,2020-03-25T04:00:00.000Z,TNS,,,,0,EQUITY
7330,CPHC,Canterbury Park Holding Corp,2020-03-25T16:30:00.000Z,BMO,,,,0,EQUITY
7331,HCCC,H/Cell Energy Corp,2020-03-26T00:00:00.000Z,AMC,,,,0,EQUITY
7332,CPHRF,Cipher Pharmaceuticals Inc.,2020-03-25T04:00:00.000Z,TNS,0.05,0.1,122.22,0,EQUITY
7333,SISXF,Savaria Corporation,2020-03-25T04:00:00.000Z,TNS,0.14,0.17,19.72,0,EQUITY
7334,LFC,China Life Insurance Company Limited,2020-03-25T04:00:00.000Z,TNS,,,,0,EQUITY
7335,HRTFF,Harte Gold Corp.,2020-03-25T04:00:00.000Z,TNS,-0.01,-0.02,-100.0,0,EQUITY
7336,CLSN,Celsion Corporation,2020-03-25T04:00:00.000Z,TNS,-0.2,-0.1,49.24,0,EQUITY
7337,LEU,Centrus Energy Corp,2020-03-26T00:00:00.000Z,AMC,,,,0,EQUITY
7338,SCVL,"Shoe Carnival, Inc.",2020-03-25T04:00:00.000Z,TNS,0.21,0.24,12.68,0,EQUITY
7339,ITCC,InsPro Technologies Corp,2020-03-26T00:00:00.000Z,AMC,,,,0,EQUITY
7340,NVTRQ,Nuvectra Corp,2020-03-25T14:59:00.000Z,TNS,,,,0,EQUITY
7342,SHI,Sinopec Shanghai Petrochemical Company Limited,2020-03-25T04:00:00.000Z,TNS,,,,0,EQUITY
7343,OCX,OncoCyte Corporation,2020-03-25T04:00:00.000Z,TNS,-0.09,-0.14,-52.17,0,EQUITY
7344,UEXCF,UEX Corporation,2020-03-25T04:00:00.000Z,TNS,,,,0,EQUITY
7345,FUL,H.B. Fuller Company,2020-03-25T04:00:00.000Z,TNS,0.34,0.34,-0.58,0,EQUITY
7346,CYRN,CYREN Ltd.,2020-03-25T04:00:00.000Z,TNS,-0.05,-0.06,-20.0,0,EQUITY
7347,SOLO,Electrameccanica Vehicles Corp.,2020-03-25T04:00:00.000Z,TNS,-0.17,-0.18,-4.05,0,EQUITY
7348,CYAD,Celyad SA,2020-03-25T04:00:00.000Z,TNS,-1.3,,,0,EQUITY
7349,FCUUF,Fission Uranium Corp.,2020-03-25T04:00:00.000Z,TNS,0.0,0.0,,0,EQUITY
7350,NGPHF,Northern Graphite Corporation,2020-03-25T04:00:00.000Z,TNS,,,,0,EQUITY
7351,DCTH,"Delcath Systems, Inc.",2020-03-25T04:00:00.000Z,TNS,,,,0,EQUITY
7352,DWHHF,Deutsche Wohnen SE,2020-03-25T04:00:00.000Z,TNS,0.48,,,0,EQUITY
7353,YRD,Yiren Digital Ltd.,2020-03-25T04:00:00.000Z,TNS,1.26,4.34,244.44,0,EQUITY
7354,MKD,Molecular Data Inc,2020-03-25T14:59:00.000Z,TNS,,,,0,EQUITY
7355,HTGM,"HTG Molecular Diagnostics, Inc.",2020-03-25T04:00:00.000Z,TNS,-0.09,-0.01,88.89,0,EQUITY
7356,TAYD,Taylor Devices Inc,2020-03-25T16:30:00.000Z,BMO,,,,0,EQUITY
7357,ELSE,Electro-Sensors Inc,2020-03-26T00:00:00.000Z,AMC,,,,0,EQUITY
7358,SNUYF,Serinus Energy plc,2020-03-25T04:00:00.000Z,TNS,,,,0,EQUITY
7359,ESLT,Elbit Systems Ltd.,2020-03-25T04:00:00.000Z,TNS,2.11,1.16,-44.88,0,EQUITY
7360,EYEN,"Eyenovia, Inc.",2020-03-25T04:00:00.000Z,TNS,-0.33,-0.31,5.49,0,EQUITY
7361,XGN,Exagen Inc.,2020-03-25T04:00:00.000Z,TNS,-0.37,-0.27,26.43,0,EQUITY
7362,CDDRF,Headwater Exploration Inc.,2020-03-25T04:00:00.000Z,TNS,0.01,0.02,50.0,0,EQUITY
7363,ENAKF,E.ON SE,2020-03-25T04:00:00.000Z,TNS,,,,0,EQUITY
7364,TIGR,UP Fintech Holding Limited,2020-03-25T04:00:00.000Z,TNS,,,,0,EQUITY
7365,LVZPF,Livzon Pharmaceutical Group Inc.,2020-03-25T04:00:00.000Z,TNS,0.24,0.28,19.15,0,EQUITY
7366,GOVX,Geovax Labs Inc,2020-03-25T16:30:00.000Z,BMO,,,,0,EQUITY
7367,WLMS,Williams Industrial Services Group Inc.,2020-03-25T04:00:00.000Z,TNS,0.01,0.01,0.0,0,EQUITY
7368,SGLJF,Strauss Group Ltd.,2020-03-25T04:00:00.000Z,TNS,1.09,0.87,-20.18,0,EQUITY
7369,SKPGF,Spark Power Group Inc.,2020-03-25T04:00:00.000Z,TNS,0.02,0.04,166.67,0,EQUITY
7370,MG,"Mistras Group, Inc.",2020-03-25T04:00:00.000Z,TNS,0.04,-0.03,-185.71,0,EQUITY
7371,HYRE,HyreCar Inc.,2020-03-25T04:00:00.000Z,TNS,-0.18,-0.31,-74.16,0,EQUITY
7372,WISA,"Summit Wireless Technologies, Inc.",2020-03-25T04:00:00.000Z,TNS,-1.6,-3.6,-125.0,0,EQUITY
7373,WGO,"Winnebago Industries, Inc.",2020-03-25T04:00:00.000Z,TNS,0.67,0.67,0.15,0,EQUITY
7374,MYOS,MYOS RENS Technology Inc,2020-03-26T00:00:00.000Z,AMC,-0.13,-0.13,0.0,0,EQUITY
7375,PRPH,Prophase Labs Inc,2020-03-25T16:30:00.000Z,BMO,,,,0,EQUITY
7376,PAYX,"Paychex, Inc.",2020-03-25T04:00:00.000Z,TNS,0.96,0.97,1.57,0,EQUITY
7377,NK,"NantKwest, Inc.",2020-03-25T04:00:00.000Z,TNS,-0.2,-0.16,20.0,0,EQUITY
7378,IRDEY,Iren SpA,2020-03-25T04:00:00.000Z,TNS,,0.04,,0,EQUITY
7379,KLDIW,KLDiscovery Inc.,2020-03-25T04:00:00.000Z,TNS,-0.18,-0.42,-133.33,0,EQUITY
7380,MU,"Micron Technology, Inc.",2020-03-25T04:00:00.000Z,TNS,0.37,0.45,22.95,0,EQUITY
7381,IRDEF,Iren SpA,2020-03-25T04:00:00.000Z,TNS,,0.04,,0,EQUITY
7382,SILV,SilverCrest Metals Inc.,2020-03-25T04:00:00.000Z,TNS,-0.02,-0.59,-3370.59,0,EQUITY
7383,KLDI,KLDiscovery Inc.,2020-03-25T04:00:00.000Z,TNS,-0.18,-0.42,-133.33,0,EQUITY
7384,INUV,Inuvo Inc,2020-03-26T00:00:00.000Z,AMC,-0.02,-0.02,0.0,0,EQUITY
7385,VSTR,ValueSetters Inc,2020-03-25T16:00:00.000Z,TAS,,,,0,EQUITY
7386,PSTL,"Postal Realty Trust, Inc.",2020-03-25T04:00:00.000Z,TNS,-0.07,-0.16,-122.22,0,EQUITY
7387,PSNL,"Personalis, Inc.",2020-03-25T04:00:00.000Z,TNS,-0.25,-0.21,17.0,0,EQUITY
7388,TAT,TransAtlantic Petroleum Ltd,2020-03-26T00:00:00.000Z,AMC,,,,0,EQUITY
7389,NOSPF,Neoen S.A.,2020-03-25T04:00:00.000Z,TNS,,,,0,EQUITY
7390,SIXGF,Sixt SE,2020-03-25T04:00:00.000Z,TNS,0.92,0.86,-6.62,0,EQUITY
7391,AASZF,Atlantic Sapphire ASA,2020-03-26T04:00:00.000Z,TNS,-0.04,,,0,EQUITY
7392,WFRSF,West African Resources Limited,2020-03-26T04:00:00.000Z,TNS,,,,0,EQUITY
7393,LULU,Lululemon Athletica Inc.,2020-03-26T04:00:00.000Z,TNS,2.24,2.28,1.83,0,EQUITY
7394,SLGRF,SLM Solutions Group AG,2020-03-26T04:00:00.000Z,TNS,,-0.62,,0,EQUITY
7395,SSMFF,SFC Energy AG,2020-03-26T04:00:00.000Z,TNS,,,,0,EQUITY
7396,SAIC,Science Applications International Corporation,2020-03-26T04:00:00.000Z,TNS,1.34,1.58,17.91,0,EQUITY
7397,SCOTF,Scout24 AG,2020-03-26T04:00:00.000Z,TNS,0.17,0.37,117.65,0,EQUITY
7398,PFFVF,Pfeiffer Vacuum Technology AG,2020-03-26T04:00:00.000Z,TNS,1.14,1.38,21.05,0,EQUITY
7399,BRTZF,Berentzen-Gruppe Aktiengesellschaft,2020-03-26T04:00:00.000Z,TNS,,,,0,EQUITY
7400,PAIOF,Paion AG,2020-03-26T04:00:00.000Z,TNS,,,,0,EQUITY
7401,LIFE,"aTyr Pharma, Inc.",2020-03-26T04:00:00.000Z,TNS,-1.59,-1.54,3.14,0,EQUITY
7402,REX,REX American Resources Corporation,2020-03-26T04:00:00.000Z,TNS,0.19,0.7,268.42,0,EQUITY
7403,NEXCF,NexTech AR Solutions Corp.,2020-03-26T04:00:00.000Z,TNS,-0.01,-0.08,-660.0,0,EQUITY
7404,CGUIF,"Casino, Guichard-Perrachon Societe Anonyme",2020-03-26T04:00:00.000Z,TNS,,,,0,EQUITY
7405,ALMMF,Aluminum Corporation of China Limited,2020-03-26T04:00:00.000Z,TNS,0.03,0.0,-103.33,0,EQUITY
7406,APEN,"Apollo Endosurgery, Inc.",2020-03-26T04:00:00.000Z,TNS,-0.38,-0.34,10.53,0,EQUITY
7407,KUKAF,KUKA Aktiengesellschaft,2020-03-26T04:00:00.000Z,TNS,,,,0,EQUITY
7408,CS,Credit Suisse Group AG,2020-03-26T04:00:00.000Z,TNS,,,,0,EQUITY
7409,AFYA,Afya Limited,2020-03-26T04:00:00.000Z,TNS,1.02,1.11,9.34,0,EQUITY
7410,SMTGF,SMA Solar Technology AG,2020-03-26T04:00:00.000Z,TNS,0.07,0.05,-20.59,0,EQUITY
7411,APRE,"Aprea Therapeutics, Inc.",2020-03-26T04:00:00.000Z,TNS,-0.4,-0.64,-60.0,0,EQUITY
7412,ATOS,"Atossa Therapeutics, Inc.",2020-03-26T04:00:00.000Z,TNS,-0.33,-0.26,21.21,0,EQUITY
7413,TPLKF,PVA TePla AG,2020-03-26T04:00:00.000Z,TNS,,,,0,EQUITY
7414,COGQF,"Chongqing Rural Commercial Bank Co., Ltd.",2020-03-26T04:00:00.000Z,TNS,0.1,0.09,-10.0,0,EQUITY
7415,PHGE-UN,BiomX Inc.,2020-03-26T04:00:00.000Z,TNS,-0.2,,,0,EQUITY
7416,ENTX,Entera Bio Ltd.,2020-03-26T04:00:00.000Z,TNS,,,,0,EQUITY
7417,PHGE,Biomx Inc,2020-03-26T16:30:00.000Z,BMO,,,,0,EQUITY
7419,PHGE-WT,BiomX Inc.,2020-03-26T04:00:00.000Z,TNS,-0.2,,,0,EQUITY
7421,BBAJF,"Banco del Bajio, S.A., Institucion de Banca Multiple",2020-03-26T04:00:00.000Z,TNS,1.16,1.18,1.99,0,EQUITY
7422,BIOL,"BIOLASE, Inc.",2020-03-26T04:00:00.000Z,TNS,-0.05,-0.05,0.0,0,EQUITY
7423,BLKLF,Blackline Safety Corp.,2020-03-26T04:00:00.000Z,TNS,-0.05,-0.05,0.0,0,EQUITY
7424,VIR,"Vir Biotechnology, Inc.",2020-03-26T04:00:00.000Z,TNS,-0.67,-0.69,-3.29,0,EQUITY
7425,WXIBF,WuXi Biologics (Cayman) Inc.,2020-03-26T04:00:00.000Z,TNS,,,,0,EQUITY
7426,IGMS,"IGM Biosciences, Inc.",2020-03-26T04:00:00.000Z,TNS,-0.43,-0.49,-13.16,0,EQUITY
7427,BATL,Battalion Oil Corp,2020-03-26T15:00:00.000Z,TAS,,,,0,EQUITY
7428,PHIOW,Phio Pharmaceuticals Corp,2020-03-26T21:33:59.000Z,TAS,,,,0,EQUITY
7429,CHHHF,Centric Health Corporation,2020-03-26T04:00:00.000Z,TNS,,,,0,EQUITY
7430,CHRA,"Charah Solutions, Inc.",2020-03-26T04:00:00.000Z,TNS,0.06,-0.6,-1100.0,0,EQUITY
7431,MGDPF,Marathon Gold Corporation,2020-03-26T04:00:00.000Z,TNS,,,,0,EQUITY
7432,GME,GameStop Corp.,2020-03-26T04:00:00.000Z,TNS,0.79,1.27,61.37,0,EQUITY
7433,YUMSF,"Demae-Can Co.,Ltd",2020-03-26T04:00:00.000Z,TNS,,-16.64,,0,EQUITY
7434,PFHO,Pacific Health Care Organization Inc,2020-03-26T16:30:00.000Z,BMO,,,,0,EQUITY
7435,ENG,ENGlobal Corp,2020-03-26T12:00:00.000Z,TAS,,,,0,EQUITY
7436,PCCYF,PetroChina Company Limited,2020-03-26T04:00:00.000Z,TNS,0.03,0.05,53.33,0,EQUITY
7437,RNKLF,Royal Nickel Corporation,2020-03-26T04:00:00.000Z,TNS,0.03,0.02,-20.0,0,EQUITY
7438,CTXDF,Cantex Mine Development Corp.,2020-03-26T04:00:00.000Z,TNS,,,,0,EQUITY
7439,VIOT,"Viomi Technology Co., Ltd",2020-03-26T04:00:00.000Z,TNS,1.37,1.39,1.46,0,EQUITY
7440,NFH,New Frontier Health Corporation,2020-03-26T04:00:00.000Z,TNS,,,,0,EQUITY
7441,HTNGF,"Haitong Securities Co., Ltd.",2020-03-26T04:00:00.000Z,TNS,0.19,0.19,0.0,0,EQUITY
7442,PTR,PetroChina Company Limited,2020-03-26T04:00:00.000Z,TNS,,,,0,EQUITY
7443,GBR,New Concept Energy Inc,2020-03-27T00:00:00.000Z,AMC,,,,0,EQUITY
7444,CSIQ,Canadian Solar Inc.,2020-03-26T04:00:00.000Z,TNS,0.45,1.12,151.12,0,EQUITY
7445,PHIO,Phio Pharmaceuticals Corp.,2020-03-26T04:00:00.000Z,TNS,,,,0,EQUITY
7446,LGDTF,Liberty Gold Corp.,2020-03-26T04:00:00.000Z,TNS,,,,0,EQUITY
7447,CLDX,"Celldex Therapeutics, Inc.",2020-03-26T04:00:00.000Z,TNS,-0.9,-0.64,28.89,0,EQUITY
7448,CRTPF,Cardiol Therapeutics Inc.,2020-03-26T04:00:00.000Z,TNS,-0.13,-0.12,7.69,0,EQUITY
7449,IGXT,IntelGenx Technologies Corp.,2020-03-26T04:00:00.000Z,TNS,-0.03,-0.03,0.0,0,EQUITY
7450,SMID,Smith-Midland Corp,2020-03-26T16:30:00.000Z,BMO,,,,0,EQUITY
7451,SAVA,"Cassava Sciences, Inc.",2020-03-26T04:00:00.000Z,TNS,-0.13,-0.08,38.46,0,EQUITY
7452,EXMGF,Excelsior Mining Corp.,2020-03-26T04:00:00.000Z,TNS,-0.02,-0.01,50.0,0,EQUITY
7453,PRGS,Progress Software Corporation,2020-03-26T04:00:00.000Z,TNS,0.7,0.76,9.04,0,EQUITY
7454,CAGDF,Centerra Gold Inc.,2020-03-26T04:00:00.000Z,TNS,0.17,0.08,-51.81,0,EQUITY
7455,PBEGF,Touchstone Exploration Inc.,2020-03-26T04:00:00.000Z,TNS,,,,0,EQUITY
7456,NDRA,ENDRA Life Sciences Inc.,2020-03-26T04:00:00.000Z,TNS,-0.29,-1.2,-316.67,0,EQUITY
7457,PEIX,"Pacific Ethanol, Inc.",2020-03-26T04:00:00.000Z,TNS,-0.27,-0.25,7.41,0,EQUITY
7458,EQ,"Equillium, Inc.",2020-03-26T04:00:00.000Z,TNS,-0.39,-0.44,-13.4,0,EQUITY
7459,EVOTF,Evotec SE,2020-03-26T04:00:00.000Z,TNS,0.04,0.05,25.0,0,EQUITY
7460,FDS,FactSet Research Systems Inc.,2020-03-26T04:00:00.000Z,TNS,2.49,2.55,2.57,0,EQUITY
7461,JEF,Jefferies Financial Group Inc.,2020-03-26T04:00:00.000Z,TNS,0.21,0.37,74.53,0,EQUITY
7462,FREQ,"Frequency Therapeutics, Inc.",2020-03-26T04:00:00.000Z,TNS,0.1,-0.19,-286.27,0,EQUITY
7463,UFAB,"Unique Fabricating, Inc.",2020-03-26T04:00:00.000Z,TNS,0.04,0.0,-100.0,0,EQUITY
7465,LRTNF,Pure Gold Mining Inc.,2020-03-26T04:00:00.000Z,TNS,,,,0,EQUITY
7467,TSDOF,Tessenderlo Group NV,2020-03-26T04:00:00.000Z,TNS,,,,0,EQUITY
7468,STKS,"The ONE Group Hospitality, Inc.",2020-03-26T04:00:00.000Z,TNS,0.13,0.04,-69.23,0,EQUITY
7469,IGLD,Internet Gold Golden Lines Ltd,2020-03-26T14:59:00.000Z,TNS,,,,0,EQUITY
7470,GPACF,Geopacific Resources Limited,2020-03-26T04:00:00.000Z,TNS,,,,0,EQUITY
7471,MOV,"Movado Group, Inc.",2020-03-26T04:00:00.000Z,TNS,0.21,0.15,-28.57,0,EQUITY
7472,RHDGF,Retail Holdings NV,2020-03-27T00:00:00.000Z,AMC,,,,0,EQUITY
7473,TROX,Tronox Holdings PLC,2020-03-26T16:30:00.000Z,BMO,0.12,0.14,16.67,0,EQUITY
7474,SPWH,"Sportsman's Warehouse Holdings, Inc.",2020-03-26T04:00:00.000Z,TNS,0.19,0.21,9.95,0,EQUITY
7475,KBH,KB Home,2020-03-26T04:00:00.000Z,TNS,0.45,0.63,41.26,0,EQUITY
7476,IMAC,"IMAC Holdings, Inc.",2020-03-26T04:00:00.000Z,TNS,0.14,-0.16,-214.29,0,EQUITY
7477,SRNA,Surna Inc,2020-03-26T20:00:00.000Z,TAS,,,,0,EQUITY
7478,TITN,Titan Machinery Inc.,2020-03-26T04:00:00.000Z,TNS,0.01,0.02,100.0,0,EQUITY
7479,MOBQ,Mobiquity Technologies Inc,2020-03-26T16:30:00.000Z,BMO,,,,0,EQUITY
7480,RRTS,"Roadrunner Transportation Systems, Inc.",2020-03-26T04:00:00.000Z,TNS,-0.4,-0.26,34.0,0,EQUITY
7481,SCTY,"Monitronics International, Inc.",2020-03-26T04:00:00.000Z,TNS,-1.75,-1.0,42.86,0,EQUITY
7482,OSS,"One Stop Systems, Inc.",2020-03-26T04:00:00.000Z,TNS,0.04,0.07,62.79,0,EQUITY
7483,OSSIF,OneSoft Solutions Inc.,2020-03-26T04:00:00.000Z,TNS,,,,0,EQUITY
7484,PSHIF,PetroShale Inc.,2020-03-26T04:00:00.000Z,TNS,0.02,0.05,150.0,0,EQUITY
7485,NBSE,"NeuBase Therapeutics, Inc.",2020-03-26T04:00:00.000Z,TNS,-0.32,-0.26,18.24,0,EQUITY
7486,RLMD,"Relmada Therapeutics, Inc.",2020-03-26T04:00:00.000Z,TNS,-0.36,-0.39,-8.33,0,EQUITY
7487,LSDAF,Lassonde Industries Inc.,2020-03-26T04:00:00.000Z,TNS,2.65,4.1,55.01,0,EQUITY
7488,UMRX,Unum Therapeutics Inc.,2020-03-26T04:00:00.000Z,TNS,-0.29,0.07,124.48,0,EQUITY
7489,TFFP,"TFF Pharmaceuticals, Inc.",2020-03-26T04:00:00.000Z,TNS,,,,0,EQUITY
7490,TSRMF,Treasury Metals Inc.,2020-03-26T04:00:00.000Z,TNS,,,,0,EQUITY
7491,ORPOF,OSE Immunotherapeutics SA,2020-03-26T04:00:00.000Z,TNS,,,,0,EQUITY
7492,ORMNF,Orex Minerals Inc.,2020-03-26T04:00:00.000Z,TNS,,,,0,EQUITY
7493,SSNT,SilverSun Technologies Inc,2020-03-26T14:59:00.000Z,TNS,,,,0,EQUITY
7494,MTEX,Mannatech Inc,2020-03-26T16:30:00.000Z,BMO,,,,0,EQUITY
7495,PULM,"Pulmatrix, Inc.",2020-03-26T04:00:00.000Z,TNS,-0.27,-0.16,40.74,0,EQUITY
7496,PRPRF,Prairie Provident Resources Inc.,2020-03-26T04:00:00.000Z,TNS,-0.05,-0.07,-40.0,0,EQUITY
7497,PRVL,Prevail Therapeutics Inc.,2020-03-26T04:00:00.000Z,TNS,-0.65,-0.54,16.41,0,EQUITY
7498,NBY,"NovaBay Pharmaceuticals, Inc.",2020-03-26T04:00:00.000Z,TNS,-0.07,-0.13,-85.71,0,EQUITY
7499,SINT,"Sintx Technologies, Inc.",2020-03-26T04:00:00.000Z,TNS,-0.57,-0.41,28.7,0,EQUITY
7500,WOR,"Worthington Industries, Inc.",2020-03-26T04:00:00.000Z,TNS,0.68,0.64,-5.19,0,EQUITY
7501,LIQT,"LiqTech International, Inc.",2020-03-26T04:00:00.000Z,TNS,-0.02,-0.04,-60.0,0,EQUITY
7503,RSLS,ReShape Lifesciences Inc,2020-03-27T00:00:00.000Z,AMC,,,,0,EQUITY
7504,VRML,Vermillion Inc,2020-03-26T16:30:00.000Z,BMO,,,,0,EQUITY
7505,ZDPY,Zoned Properties Inc,2020-03-27T00:00:00.000Z,AMC,,,,0,EQUITY
7506,NEXJF,NexJ Systems Inc.,2020-03-26T04:00:00.000Z,TNS,-0.03,-0.03,0.0,0,EQUITY
7507,OXM,"Oxford Industries, Inc.",2020-03-26T04:00:00.000Z,TNS,1.1,1.09,-0.64,0,EQUITY
7508,SIG,Signet Jewelers Limited,2020-03-26T04:00:00.000Z,TNS,3.47,3.67,5.76,0,EQUITY
7509,MTSL,Mer Telemanagement Solutions Ltd,2020-03-26T16:30:00.000Z,BMO,,,,0,EQUITY
7510,RZSMF,RCS MediaGroup S.p.A.,2020-03-26T04:00:00.000Z,TNS,,,,0,EQUITY
7511,PXXLF,Poxel S.A.,2020-03-26T04:00:00.000Z,TNS,,,,0,EQUITY
7512,QFIN,"360 Finance, Inc.",2020-03-27T04:00:00.000Z,TNS,,,,0,EQUITY
7513,ANGGF,Angang Steel Company Limited,2020-03-27T04:00:00.000Z,TNS,-0.03,0.01,123.33,0,EQUITY
7514,AIRI,Air Industries Group,2020-03-27T04:00:00.000Z,TNS,0.01,-0.03,-400.0,0,EQUITY
7515,AFB,Alliancebernstein National Municipal Income Fund Inc,2020-03-28T00:00:00.000Z,AMC,,,,0,EQUITY
7516,ARAV,"Aravive, Inc.",2020-03-27T04:00:00.000Z,TNS,-0.51,-0.35,32.04,0,EQUITY
7517,IDCBF,Industrial and Commercial Bank of China Limited,2020-03-27T04:00:00.000Z,TNS,0.17,0.15,-11.76,0,EQUITY
7518,AUTO,"AutoWeb, Inc.",2020-03-27T04:00:00.000Z,TNS,-0.13,-0.24,-88.98,0,EQUITY
7519,AZZUF,Azarga Uranium Corp.,2020-03-27T04:00:00.000Z,TNS,,,,0,EQUITY
7520,AMCI,AMCI Acquisition Corp,2020-03-28T00:00:00.000Z,AMC,,,,0,EQUITY
7521,ALBKF,Alpha Bank A.E.,2020-03-27T04:00:00.000Z,TNS,0.01,0.0,-100.0,0,EQUITY
7522,MDGEF,Medigene AG,2020-03-27T04:00:00.000Z,TNS,,,,0,EQUITY
7523,ALT,"Altimmune, Inc.",2020-03-27T04:00:00.000Z,TNS,-0.26,-0.25,3.85,0,EQUITY
7524,BKFCF,"Bank of Communications Co., Ltd.",2020-03-27T04:00:00.000Z,TNS,0.23,0.23,2.22,0,EQUITY
7525,TANVF,"Tanvex BioPharma, Inc.",2020-03-27T04:00:00.000Z,TNS,-2.06,-2.19,-6.41,0,EQUITY
7526,BSTG,Biostage Inc,2020-03-28T00:00:00.000Z,AMC,,,,0,EQUITY
7527,SNCA,Seneca Biopharma Inc,2020-03-27T16:30:00.000Z,BMO,,,,0,EQUITY
7528,BALMF,Balmoral Resources Ltd,2020-03-27T04:00:00.000Z,TNS,,,,0,EQUITY
7529,TELA,"TELA Bio, Inc.",2020-03-27T04:00:00.000Z,TNS,-0.59,-1.22,-105.04,0,EQUITY
7530,BITA,Bitauto Holdings Limited,2020-03-27T04:00:00.000Z,TNS,1.19,-8.07,-777.58,0,EQUITY
7531,BRKR,Bruker Corp,2020-03-27T21:05:00.000Z,TAS,0.59,0.53,-10.17,0,EQUITY
7532,XBIO,Xenetic Biosciences Inc,2020-03-27T16:30:00.000Z,BMO,-0.38,-0.2,47.37,0,EQUITY
7534,PDSB,PDS Biotechnology Corporation,2020-03-27T04:00:00.000Z,TNS,-0.92,-0.84,9.19,0,EQUITY
7535,BBQ,"BBQ Holdings, Inc.",2020-03-27T04:00:00.000Z,TNS,-0.05,-0.08,-60.0,0,EQUITY
7536,CASBF,CanSino Biologics Inc.,2020-03-27T04:00:00.000Z,TNS,,,,0,EQUITY
7537,XBIOW,Xenetic Biosciences Inc,2020-03-27T14:59:00.000Z,TNS,,,,0,EQUITY
7538,ZTCOF,ZTE Corporation,2020-03-27T04:00:00.000Z,TNS,,,,0,EQUITY
7539,UTSI,UTStarcom Holdings Corp.,2020-03-27T04:00:00.000Z,TNS,-0.03,-0.1,-233.33,0,EQUITY
7540,GRWG,GrowGeneration Corp.,2020-03-27T04:00:00.000Z,TNS,0.03,-0.01,-138.46,0,EQUITY
7541,FRMUF,Firm Capital Property Trust,2020-03-27T04:00:00.000Z,TNS,,,,0,EQUITY
7542,CYTR,CytRx Corporation,2020-03-27T04:00:00.000Z,TNS,,,,0,EQUITY
7543,SIEB,Siebert Financial Corp,2020-03-28T00:00:00.000Z,AMC,,,,0,EQUITY
7544,SZDEF,Dongjiang Environmental Company Limited,2020-03-27T04:00:00.000Z,TNS,,,,0,EQUITY
7545,OGZPY,Public Joint Stock Company Gazprom,2020-03-27T04:00:00.000Z,TNS,0.38,0.2,-47.38,0,EQUITY
7546,INAP,Internap Corp,2020-03-27T16:30:00.000Z,BMO,-0.77,,,0,EQUITY
7547,CDYCF,Cardero Resource Corp.,2020-03-27T04:00:00.000Z,TNS,,,,0,EQUITY
7549,MIMZF,Nighthawk Gold Corp.,2020-03-27T04:00:00.000Z,TNS,,,,0,EQUITY
7550,ZTCOY,ZTE Corporation,2020-03-27T04:00:00.000Z,TNS,,,,0,EQUITY
7551,GRCAF,Gold Springs Resource Corp.,2020-03-27T04:00:00.000Z,TNS,,,,0,EQUITY
7552,SCWX,SecureWorks Corp.,2020-03-27T04:00:00.000Z,TNS,-0.01,0.02,433.33,0,EQUITY
